,spam,msg_length,msg
3211,0,145,said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife
3212,0,131,oh yeah hav great time newquay send postcard look girl im gone u know im talkin bout xx
3213,0,33,got divorce lol
3214,0,14,ur pin
3215,0,105,babe got enough money pick bread milk give back get home
3216,0,42,want snow freezing windy
3217,1,158,urgent trying contact u today draw show prize guaranteed call land line claim valid hr
3218,0,40,come mahal bus stop lt decimal gt
3219,0,47,know week going tirunelvai da
3220,0,80,baby promise treat well bet take good care
3221,0,72,like hotel dusk game think solve puzzle area thing
3222,1,157,thanks ringtone order reference number x mobile charged tone arrive please call customer service
3223,0,150,hi love go day fuck morning woke dropped cell way stair seems alright phews miss
3224,0,33,well must pain catch
3225,0,33,sorry da thangam mistake
3226,0,32,need coz never go
3227,0,281,rose red red blood blood heart heart u u send ti ur friend including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try
3228,0,44,wife knew time murder exactly
3229,1,136,six chance win cash pound txt csh send cost p day day tsandcs apply reply hl info
3230,1,142,ur cash balance currently pound maximize ur cash send collect p msg cc po box tcr w
3231,0,102,feel like dick keep sleeping text facebook message sup town
3232,0,34,plm come da way
3233,0,73,guess want alone time could show watch
3234,0,149,height recycling read twice people spend time earning money money spent spending time good morning keep smiling
3235,0,19,yup comin
3236,0,22,yes princess toledo
3237,0,92,aight text back mu swing need somebody get door
3238,0,86,ron say fri leh n said ding tai feng cant make reservation said wait lor
3239,0,28,good swimsuit allowed
3240,0,40,okay soon best
3241,0,132,cute thought friendship necessary share every secret ur close frnd watever u shared true
3242,0,47,ok sent u da latest version da project
3243,0,66,good morning dear great amp successful day
3244,0,63,pls accept one day begging change number
3245,0,147,squeeeeeze christmas hug u lik frndshp den hug back u get u r cute u r luvd u r lucky none people hate u
3246,0,47,ok anybody asks abt u tel p
3247,0,151,funny fact nobody teach volcano erupt tsunami arise hurricane sway aroundn teach hw choose wife natural disaster happens
3248,0,37,gon na ring weekend wot
3249,0,41,also track lighter find
3250,0,32,sorry help
3251,0,24,babe need advice
3252,0,27,leave around four ok
3253,0,50,come medical college pm forward da
3254,0,35,k k good going
3255,0,38,make lasagna vodka
3256,0,41,hi kate u give ring asap xxx
3257,0,118,people tour thought sofa thing sent curious sugar
3258,0,57,told going got drunk
3259,0,115,fucking chickened messaged would late woould buzz hear word
3260,1,156,congratulation thanks good friend u xmas prize claim easy call p per minute bt national rate
3261,0,51,always looking excuse city
3262,0,82,yup still coffee wif frens fren drove give lift
3263,0,29,shore takin bus
3264,0,23,u gon na get deus ex
3265,0,72,send email mind lt gt time per night
3266,1,173,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call
3267,0,72,tap spile seven pub gas st broad st canal ok
3268,0,33,ok come n pick u engin
3269,0,111,never wanted tell short edge late
3270,0,34,raviyog peripheral bhayandar east
3271,0,86,k actually guy meet sunoco howard right way
3272,1,50,new voicemail please call
3273,0,121,moon come color dream star make musical sm give warm peaceful sleep good night
3274,0,61,finished eating got u plate leftover time
3275,0,14,thanx lot
3276,0,120,hurry home u big butt hang last caller u food done starving ask cooked
3277,0,78,lol right diet everyday cheat anyway meant fatty
3278,0,50,great day beautiful one
3279,0,27,happened interview
3280,0,444,solve case man found murdered lt decimal gt lt gt afternoon wife called police police questioned everyone wife sir sleeping murder took place cook cooking gardener picking vegetable house maid went post office child went play neighbour went marriage police arrested murderer immediately reply reason u r brilliant
3281,0,79,badrith chennai surely pick u competition
3282,0,83,tot group mate lucky havent reply wat time need leave
3283,0,62,hey around got enough half ten owe
3284,0,33,hey tmr maybe meet yck
3285,0,68,alrite sam nic checkin ur number b
3286,0,107,making easy pay back lt gt yr say pay back earlier get
3287,0,37,worry sure get
3288,0,132,gas station like block away house drive right since armenia end swann take howard
3289,1,139,someone u know asked dating service contact cant guess call revealed pobox l hb p
3290,1,105,camera awarded sipix digital camera call fromm landline delivery within day
3291,0,69,tuition hm go one mind
3292,0,83,smoking people use wylie smoke much justify ruining shit
3293,0,38,dear good morning feeling dear
3294,0,114,little med say take every hour pain back took another hope die
3295,0,151,beautiful tomorrow never come come already today hunt beautiful tomorrow waste wonderful today goodmorning
3296,0,79,dunno lei decide lor abt leona oops tot ben going n msg
3297,0,80,hi moved pub would great c u u cud come
3298,1,157,today voda number ending selected receive award hava match please call quoting claim code standard rate app
3299,1,134,message free welcome new improved sex dogging club unsubscribe service reply stop msg p
3300,0,158,honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack joke gm gn ge gn
3301,0,35,ever easier
3302,1,40,rct thnq adrian u text rgds vatian
3303,0,165,stop calling everyone saying might cancer throat hurt talk answering everyones call get one call babysitting monday
3304,0,42,tough
3305,0,153,im gonnamissu much would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx
3306,0,320,ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra lt gt true neglet
3307,0,93,hi darlin finish u pick meet text back number luv kate xxx
3308,0,148,set place heart mind mind easily forgets heart always remember wish happy valentine day
3309,0,50,surprised still guess right lor
3310,0,71,okie wan meet bishan co bishan driving today
3311,0,55,oh ho first time u use type word
3312,0,158,hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u
3313,0,54,know serving mean
3314,0,113,huh hyde park mel ah opps got confused anyway tt e best choice den juz take
3315,0,70,oh gei happend tron maybe ill dl
3316,1,146,free message activate free text message replying message word free term condition visit www com
3317,0,77,know girl always safe selfish know got pa thank good night
3318,0,72,worry hope photo shoot went well spiffing fun workage
3319,0,33,freezing craving ice fml
3320,0,32,kay since already
3321,0,91,eh sorry leh din c ur msg sad already lar watching tv u still office
3322,0,22,yo im right yo work
3323,0,148,ok darlin supose ok worry much film stuff mate babysit call xx
3324,0,145,said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife
3325,0,126,wake since checked stuff saw true available space pls call embassy send mail
3326,0,28,nope juz work
3327,0,52,huh fast dat mean u havent finished painting
3328,0,36,number u live
3329,0,126,put party day week study lightly think need draw custom checkboxes know hardcore
3330,0,47,sac score big hundred set batsman
3331,0,27,send yetty number pls
3332,0,41,much cost approx per month
3333,0,128,ok theory test going book think may coz thought wan na go jiayin isnt free
3334,1,140,contacted dating service someone know find call land line pobox w tg p
3335,0,83,fine give call know want question
3336,0,41,sorry got late start way
3337,0,28,u go back urself lor
3338,0,34,gas station go
3339,0,39,k u bored come home
3340,0,54,babe love cover face kiss
3341,0,90,like made throw smoking friend car one time awesome
3342,0,35,still checked da
3343,0,34,go walmart stay
3344,0,91,forgotten might couple buck send tomorrow k love ya
3345,0,52,oh great disturb talk
3346,0,45,reverse cheating mathematics
3347,0,54,u welcome caught u using broken english
3348,0,77,problem baby good time talk called left message
3349,0,22,sorry call later
3350,0,22,oh brand
3351,0,368,sorry cant take call right happens r waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance
3352,0,28,time coming
3353,0,82,call say coming today ok tell fool like ok
3354,0,54,emailed yifeng part oredi get fr
3355,0,68,r u sure understand wine good idea slurp
3356,0,29,minimum walk mile day
3357,0,115,ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
3358,0,67,brainless baby doll vehicle sariyag drive madoke barolla
3359,0,96,run away frm u walk slowly amp kill u care enough stop
3360,1,78,sorry missed call let talk time
3361,0,25,please attend phone
3362,0,104,hate call didnt accept even single call mine even messaged
3363,0,44,message phone holding
3364,0,18,free
3365,0,47,yo trip got postponed still stocked
3366,0,22,sorry call later
3367,0,31,waiting call sir
3368,0,39,hey reply pa
3369,0,40,hey elaine today meeting still
3370,0,69,sorry gone place tomorrow really sorry
3371,0,79,tiime let hug break tear
3372,0,117,tomorrow going theatre come wherever u call tell come tomorrow
3373,0,38,electricity went fml
3374,0,65,look like found something smoke great job
3375,0,23,also andros ice etc etc
3376,0,3,
3377,0,151,good afternon love today hope good maybe interview wake miss babe passionate kiss across sea
3378,0,58,yup wun believe wat u really neva c e msg sent shuhui
3379,0,24,hows watch resizing
3380,0,31,dear umma called
3381,0,33,finished missing plenty
3382,1,149,complimentary star ibiza holiday cash need urgent collection landline lose box sk wp ppm
3383,0,54,well meant opposed drunken night
3384,0,60,k must book huh going yoga basic sunday
3385,1,160,free msg billed mobile number mistake shortcode please call charge refunded call free bt landline
3386,0,9,ok
3387,0,71,oops mum somerset bit far back tomo see soon x
3388,0,28,u workin overtime nigpun
3389,0,41,kallis dismissial nd test
3390,0,29,guess got screwd
3391,1,81,please call immediately urgent message waiting
3392,0,34,meeting call later
3393,0,31,r u cooking dinner
3394,0,11,ok thanx
3395,0,129,bull plan go floating ikea without care world live mess another day
3396,0,11,buy
3397,1,126,urgent mobile number awarded bonus caller prize call land line valid hr
3398,0,28,heehee funny tho
3399,0,47,simple arithmetic percentage
3400,0,59,yeah leave hour least sound
3401,1,152,valued customer pleased advise following recent review mob awarded bonus prize call
3402,0,31,thanks honey great day
3403,0,141,amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
3404,0,44,good night dear sleepwell amp take care
3405,0,62,ask dad pick lar wan stay meh
3406,0,22,jus chillaxin
3407,0,80,hey da cool iknow wellda peril studentfinancial crisis spk u l r
3408,0,158,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning
3409,1,157,want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call
3410,0,120,whats coming hill monster hope great day thing r going fine busy though
3411,0,131,joy father john john joy father u an th hav lt gt iq ti ia question try answer
3412,0,40,ill obey
3413,0,52,didnt search online let know
3414,0,34,need go get
3415,0,23,pic please send
3416,0,29,remains bro amongst bros
3417,0,48,uhhhhrmm isnt tb test bad youre sick
3418,0,38,haf enuff space got like mb
3419,1,136,life never much fun great came made truly special forget enjoy one gbp sm
3420,1,157,want new video phone anytime network min inclusive video call downloads per week free deltomorrow call reply
3421,1,152,valued customer pleased advise following recent review mob awarded bonus prize call
3422,1,64,welcome please reply age gender begin e g
3423,1,160,freemsg month unlimited free call activate smartcall txt call subscriptn gbp wk unlimited call help stop txt stop landlineonly
3424,1,157,mobile mths update latest orange camera video phone free save free text weekend call text yes callback orno opt
3425,1,160,new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x call minmobsmore lkpobox hp fl
3426,0,31,true easier
3427,0,86,sure since parent working tuesday really need cover story
3428,0,34,haha okay today weekend leh
3429,0,54,hi darlin youphone im athome youwanna chat
3430,0,193,know jack shit anything say ask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
3431,0,34,always brainy one
3432,0,124,yeah get random dude need change info sheet party lt gt never study safe
3433,1,106,camera awarded sipix digital camera call fromm landline delivery within day
3434,0,152,christmas occasion celebrated reflection ur value desire affection amp tradition ideal christmas
3435,0,65,sending greeting joy happiness gr evening
3436,0,101,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx
3437,0,51,india win level series mean record
3438,0,29,plan
3439,0,25,good hear
3440,0,78,awesome deal gate charles told last night uh yeah
3441,0,30,time thinkin goin
3442,1,139,get free mobile video player free movie collect text go free extra film ordered c apply yr
3443,1,153,save money wedding lingerie www bridal petticoatdreams co uk choose superb selection national delivery brought weddingfriend
3444,0,135,board working fine issue overheating also reslove still software inst pending come around clock
3445,0,44,yes care cause know
3446,0,89,wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal
3447,0,142,mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer
3448,0,49,sitting ard nothing lor u leh busy w work
3449,0,54,lt gt k oh send home sale
3450,0,19,sorry mail
3451,0,34,ya telling abt tht incident
3452,0,107,yes outside like hour called whole family wake cause started
3453,0,24,ugh got outta class
3454,0,274,nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur book masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna
3455,0,118,dont file bag work called tell find anything room
3456,0,158,need lar jus testing e phone card dunno network gd thk waiting si finish bathing bathe dun disturb u liao u cleaning ur room
3457,0,28,ok right later
3458,0,127,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni
3459,0,52,lunch come quickly open door
3460,1,153,heard u call night knickers make beg like u last time xx luv nikiyu net
3461,0,131,back bit long co accident divert via wadebridge brilliant weekend thanks speak soon lot love
3462,0,155,k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop
3463,1,101,bloomberg message center wait apply future http career bloomberg com
3464,0,73,seeking lady street freak sheet
3465,0,8,phone
3466,0,57,haha figure well found piece priscilla bowl
3467,0,106,actually fuck whatever find excuse tampa point january though
3468,1,156,urgent trying contact u today draw show prize guaranteed call land line claim valid hr
3469,0,56,yay finally lol missed cinema trip last week
3470,0,49,day working day except saturday sunday
3471,0,27,aathi dear
3472,0,176,heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream
3473,0,90,think waiting bus inform get ever get
3474,0,31,getting back time soon
3475,0,38,thing quick question
3476,0,156,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
3477,0,66,probably come everybody done around lt gt right
3478,0,180,got new year co yetunde said wanted surprise didnt see money returned mid january lt gt day return period ended
3479,0,63,ask around lot term mids
3480,0,59,sure check yahoo email sent photo yesterday
3481,0,25,looking
3482,0,24,wherre boytoy
3483,1,148,want new video phone anytime network min text five pound per week call reply delivery tomorrow
3484,0,149,hello love go day wish well fine babe hope find job prospect miss boytoy teasing kiss
3485,0,165,tell bad character u dnt lik try change lt gt add tat new year resolution waiting ur reply frank good morning
3486,0,63,got rumour going buy apartment chennai
3487,0,32,yeah probably earlier
3488,0,29,change window logoff sound
3489,0,35,still checked da
3490,0,22,also came room
3491,0,105,huh got lesson lei n thinkin going sch earlier n tot parkin kent vale
3492,0,3,ok
3493,0,126,reach office around lt decimal gt amp mobile problem cann get voice call asa free
3494,0,31,cool text head
3495,1,140,contacted dating service someone know find call land line pobox w tg p
3496,1,161,wan win meet greet westlife u currently tour unbreakable untamed unkempt text cost p std text
3497,0,75,happy birthday may u find ur prince charming soon n dun work hard
3498,0,121,oh grand bit party mention cover charge probably first come first served
3499,0,75,said went back bed sleep anything
3500,0,95,hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx
3501,1,156,dorothy kiefer com bank granite issue strong buy explosive pick member nasdaq symbol cdgt per
3502,0,114,say lt gt year old man money last lt gt still waiting check
3503,0,26,come ur home
3504,0,48,free day finish mon n thurs
3505,0,25,food
3506,0,38,life alle mone eppolum oru pole allalo
3507,0,7,nite
3508,0,125,two fundamental cool life walk like king walk like dont care whoever king gud nyt
3509,0,189,camera quite good mega pixel optical digital doom lovely holiday safe hope hav good journey happy new year see couple week
3510,0,124,hi petey noi ok wanted chat coz avent spoken u long time hope ur doin alrite good nit j love ya x
3511,0,55,saw ron burgundy captaining party boat yeah
3512,0,38,serious money base
3513,0,29,already one guy loving
3514,0,46,staff placement training amrita college
3515,0,62,always chat fact need money raise
3516,0,32,job profile seems like bpo
3517,0,192,well give co said one nighters persevered found one cheap apologise advance somewhere sleep isnt
3518,0,287,think actually talk call bos morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc
3519,0,37,willing go apps class
3520,0,42,hanging brother family
3521,0,70,reach telling dont know
3522,0,77,hey going quit soon xuhui working till end month
3523,0,114,im sorry bout last nite ur fault spouse pmt sumthin u give think u shldxxxx
3524,0,15,try neva mate
3525,0,49,yeah pretty much best case scenario
3526,0,53,free today haf pick parent tonite
3527,0,159,hey babe far spun spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x
3528,0,33,send naughty pix
3529,1,149,winner guaranteed caller prize final attempt contact claim call ppmpobox bhamb xe
3530,1,157,xmas new year eve ticket sale club day till pm thurs fri sat night week selling fast
3531,0,87,tyler getting th leave long get like hour
3532,0,36,prepare pounded every night
3533,0,134,actually mobile full msg work online need send lt gt sent msg wil explain u later
3534,0,22,sorry call later
3535,0,26,good evening
3536,0,24,home please call
3537,0,97,oic co n si got lunch today dad went dunno whether eat sch wat
3538,0,153,mmmmm sooooo good wake word morning love mmmm fuck love lion devouring kiss across sea
3539,0,139,pleased inform application airtel broadband processed successfully installation happen within day
3540,0,45,happen dear silent tensed
3541,0,69,get unless guy want come time sooner
3542,0,40,coughing nothing
3543,0,29,come lt n pas lar
3544,0,40,e person e sm survey
3545,0,84,lol ok ill try send warned sprint dead slow prolly get tomorrow
3546,0,25,thank meet monday
3547,0,138,th gower mate r u man good wale ill b back morrow c u wk msg random
3548,1,152,rock yr chik get filthy film xxx pic yr phone rply filth saristar ltd e yt p per day stop cancel
3549,0,123,single line big meaning miss anything ur best life miss ur best life anything gud nyt
3550,0,85,got like lt gt get later though get whatever feel like
3551,0,69,dad wanted talk apartment got late start omw
3552,0,23,love
3553,0,25,lol u still feeling sick
3554,0,24,din tell u jus
3555,0,30,eye philosophy
3556,1,161,next month get upto call ur standard network charge activate call c wire net st term pobox uz cost min mobcudb
3557,0,28,ok lor town lei
3558,0,43,already sabarish asked go
3559,0,39,da vijay going talk jaya tv
3560,1,156,urgent trying contact u today draw show prize guaranteed call land line claim j po box c pm
3561,0,83,lol know hey someone great inpersonation flea forum love
3562,1,68,text banneduk see cost p textoperator g ga xxx
3563,0,73,still chance search hard get let try
3564,1,130,auction round highest bid next maximum bid bid send bid e g bid good luck
3565,0,47,always celebrate ny family
3566,0,322,know taj mahal symbol love lesser known fact mumtaz shahjahan th wife wife shahjahan killed mumtaz husband marry mumtaz died lt gt th delivery married mumtaz sister question arises hell love great hari
3567,0,59,ok come home vl nice meet v chat
3568,1,133,collect valentine weekend paris inc flight hotel prize guaranteed text paris www rtf sphosting com
3569,0,42,sent de webadres geting salary slip
3570,0,31,fine sends greeting
3571,1,144,customer loyalty offer new nokia mobile txtauction txt word start get ctxt tc p mtmsg
3572,0,30,dint touch
3573,0,36,yup leaving right back soon
3574,1,149,believe true incredible txts reply g learn truly amazing thing blow mind fwd p txt
3575,0,29,yeah sure leave min
3576,0,59,one teach ship car
3577,0,154,sign maturity start saying big thing actually start understanding small thing nice evening bslvyl
3578,0,47,yeah confirmed staying weekend
3579,0,85,said dun haf passport smth like dat juz send email account
3580,0,126,multiply number independently count decimal point division push decimal place like showed
3581,0,128,lovely night wake see message hope smile knowing great morning
3582,0,12,ard lor
3583,0,53,right meanwhile project twin comin
3584,0,41,sent maga money yesterday oh
3585,1,142,hi ibh customer loyalty offer new nokia mobile txtauction txt word start get
3586,0,176,heart empty without love mind empty without wisdom eye r empty without dream amp life empty without frnds alwys touch good night amp sweet dream
3587,1,155,hot n horny willing live local text reply hear strt back p per msg netcollex ltdhelpdesk reply stop end
3588,0,99,ride equally uneventful many pesky cyclist around time night
3589,0,72,free give otherwise nalla adi entey nattil kittum
3590,0,123,sent wife text buy tell relax go get wkend
3591,0,69,escape theatre going watch kavalan minute
3592,0,39,much would cost hire hitman
3593,0,17,anything lor
3594,0,22,sorry call later
3595,1,157,want new nokia colour phone delivered tomorrow free minute mobile free text free camcorder reply call
3596,0,48,huh cant go ur house empty handed right
3597,0,38,good morning princess happy new year
3598,1,114,congratulation winner august prize draw call prize code
3599,0,30,aight head
3600,0,38,wat r u busy wif work
3601,0,25,know mood today
3602,0,28,jay told already
3603,0,46,cps causing outage conserve energy
3604,0,72,sure checking happening around area
3605,0,41,hey morning come ask pa
3606,0,31,jordan got voted last nite
3607,0,59,mean got epi fine
3608,0,28,idea
3609,0,30,pls come quick cant bare
3610,0,131,joy father john john joy father u an th hav lt gt iq ti ia question try answer
3611,0,55,call unable cal let meet bhaskar deep
3612,0,32,meet library
3613,0,138,k roommate also want dubsack another friend may also want plan bringing extra tell know sure
3614,0,125,depends individual lor e hair dresser say pretty parent say look gong u kaypoh also dunno wat collecting
3615,0,12,ok c
3616,0,81,enjoy watching playing football basketball anything outdoors
3617,0,155,please ask macho price range want something new used plus interfued blackberry bold lt gt bb
3618,0,74,sorry sent blank msg yup trying serious studying
3619,0,34,hey check da listed da
3620,1,166,p alfie moon child need song ur mob tell ur txt tone charity nokias poly charity polys zed profit charity
3621,0,84,meant apology texting get drug lt gt night
3622,0,190,mean february april getting place stay hustle back forth audition season since sister moved away harlem
3623,0,42,goin workout lor muz lose e fat
3624,0,37,damn poor zac stand chance
3625,0,38,message responce happend
3626,0,87,want tel u one thing u mistake k message sent
3627,0,43,yeah right bring tape measure fri
3628,0,73,still chance search hard get let try
3629,0,65,meeting u work tel shall work tomorrow
3630,0,36,head straight
3631,1,156,get official england poly ringtone colour flag yer mobile tonight game text tone flag optout txt eng stop box w wx
3632,0,38,thank princess sexy
3633,0,27,oooh got plenty
3634,0,21,hui xin da lib
3635,0,73,big difference lt gt versus lt gt every lt gt hr
3636,0,191,make cry stuff happens top everything else push edge underdtand often cry sorry sorry life
3637,0,100,babe feel let get try cheer fit soo muchxxlove u locaxx
3638,0,34,know hook mean right
3639,1,152,customer service announcement recently tried make delivery unable please call schedule ref
3640,0,31,wat da model num ur phone
3641,0,154,really skateboarding despite fact get thrown wind bandage shit arm every five minute
3642,1,155,stop club tone replying stop mix see tone com enjoy html term club tone cost gbp week mfl po box mk wt
3643,0,98,house e sky quite dark liao raining got excuse run already rite hee
3644,0,107,sorry left phone upstairs ok might hectic would bird one fell swoop date
3645,0,27,thought see
3646,1,155,wamma get laid want real doggin location sent direct mobile join uk largest dogging network txt dog nyt ec lp msg
3647,0,59,carlos say pick later yeah set
3648,0,57,hey babe friend cancel still visit
3649,0,136,per request maangalyam alaipayuthe set callertune caller press copy friend callertune
3650,0,56,hmm ill think ok forgiven
3651,0,77,hoping get away langport still town tonight
3652,0,44,want send virtual hug need one
3653,0,46,probably still going stuff
3654,0,53,issue right ill fix tomorrow
3655,0,32,come people
3656,0,31,senthil group company apnt pm
3657,0,55,oh really make air talent
3658,0,40,studying free next weekend
3659,0,51,r u yet wearing blue shirt n black pant
3660,0,39,wait come lt gt min
3661,0,43,reach ur home lt gt minute
3662,0,35,well great weekend
3663,0,133,langport sorry probably bed pm suck ill xmas go sri lanka
3664,0,158,frnd juz word merely relationship silent promise say wherevr whenevr forevr gudnyt dear
3665,0,48,huh also many mistake
3666,0,37,ha u jus ate honey ar sweet
3667,0,169,turning phone mom telling everyone cancer sister stop calling hurt talk put see u u get home love u
3668,0,135,honey sweetheart darling sexy bun sugar plum loverboy miss boytoy smack as go gym
3669,0,33,thanks loving rock
3670,0,52,yeah imma come cause jay want drug
3671,0,29,ok thanx take care
3672,0,29,yup thk u oso boring wat
3673,0,103,came look flat seems ok away alot wiv work got woman coming
3674,0,55,moji informed saved life thanks
3675,1,150,nokia get win free auction take part send nokia hg suite land row w jhl
3676,0,24,who class
3677,0,53,hey r still online finished formatting
3678,0,43,great attracts brothas
3679,1,177,promotion number ur awarded city break could win summer shopping spree every wk txt store skilgme tscs winawk age perwksub
3680,0,23,stupid possible
3681,0,51,cant pick phone right pls send message
3682,0,40,lol happens vega stay vega
3683,0,153,hello hello hi lou sorry took long reply left mobile friend lancaster got bak neway im sorry make ur b day hun
3684,0,82,use soc use home dunno type word ar
3685,0,26,dad say hurry hell
3686,0,38,wake lt gt morning
3687,0,82,get class bsn like lt gt minute know advising
3688,0,38,great shoot big load get ready
3689,0,26,meet lobby
3690,0,25,still coming tonight
3691,0,24,happen dear tell
3692,0,58,sir waiting call free please call
3693,0,46,movie laptop
3694,0,90,texted finished long time ago showered er ything
3695,0,128,ok im sure time finish tomorrow wan na spend evening co would vewy vewy lubly love xxx
3696,0,70,hello per request lt gt r transfered
3697,0,30,tirupur call da
3698,1,157,winner specially selected receive cash award speak live operator claim call pm cost p
3699,0,44,luck catch put
3700,0,67,noe specify da domain nusstu still sch
3701,0,41,oh asked fun haha take care
3702,0,21,shall get pouch
3703,0,158,hey loverboy love tell look picture ache feel leg fuck want need crave
3704,0,127,boy sweet word left morning sigh go day love start studying
3705,0,38,kent vale lor wait ar
3706,0,47,ok good making money
3707,0,65,reading gud habit nan bari hudgi yorge pataistha ertini kano
3708,0,36,aight still want get money
3709,1,114,free top ringtone sub weekly ringtone get st week free send subpoly per week stop sm
3710,0,36,ok ok ok whats ur today plan
3711,0,37,town v important
3712,0,31,sorry pa dont knw ru pa
3713,0,18,wat u
3714,0,84,meeting rite go home lor dun feel like comin ok
3715,0,159,oh get paid outstanding one commercial hasbro august made u jump many hoop get paid still
3716,0,92,late call tomorrow morning take care sweet dream u ummifying bye
3717,0,39,networking technical support associate
3718,0,28,gon na rip uterus
3719,0,66,cool like swimming pool jacuzzi house
3720,1,197,thanks ringtone order reference number x mobile charged tone arrive please call customer service colour red text colour txtstar
3721,0,35,yeah gang ready
3722,0,37,blank blank wat blank lol
3723,0,38,movie collect car oredi
3724,0,34,left already orchard
3725,1,156,hi night ur lucky night uve invited xchat uk wildest chat txt chat p msgrcvdhg suite land row w j hl ldn yr
3726,0,34,nothing spl wat abt u whr ru
3727,0,30,chikku nt yet ya free
3728,0,45,aldrine rakhesh ex rtm pls call urgent
3729,0,137,search happiness main source unhappiness accept life way come u find happiness every moment u live
3730,0,24,home please call
3731,0,51,guess could good excuse lol
3732,0,293,frnd necesity life imagine urself witout frnd hw u feel ur colleg wat u wth ur cell wat abt function thnk abt event espe cared missed amp irritated u wrd dear loving frnds wthout u cant live jst takecare goodmorning
3733,0,28,gud mrng dear hav nice day
3734,0,37,old orchard near univ
3735,0,33,taco raja burrito right
3736,0,30,get ok
3737,0,49,hows street end library walk
3738,0,263,plz note anyone calling mobile co amp asks u type lt gt lt gt disconnect call coz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn
3739,0,50,stopped get ice cream go back
3740,0,26,stitch trouser
3741,0,39,da vijay going talk jaya tv
3742,1,13,tf p
3743,0,58,hey bored thinking u wat r u
3744,0,62,nah wednesday bring mini cheetos bag
3745,0,70,nobody name penis girl name story add
3746,0,50,aight let know gon na around usf
3747,0,38,lip synced shangela
3748,0,61,neva tell noe home da aft wat
3749,0,152,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
3750,1,147,dear voucher holder claim st class airport lounge pass using holiday voucher call booking quote st class x
3751,0,158,buzz hey love think hope day go well sleep miss babe long moment together loving smile
3752,0,45,haha sound crazy dunno tahan anot
3753,0,22,u early
3754,0,26,ya one slow poo
3755,1,101,bloomberg message center wait apply future http career bloomberg com
3756,0,43,im gloucesterroad uup later
3757,0,48,yes tv always available work place
3758,1,109,yes place town meet exciting adult single uk txt chat p msg
3759,0,48,lol ouch wish stayed bit longer
3760,0,162,god asked forgiveness little child gave lovely reply wonderful fruit tree give hurt stone good night
3761,0,30,join lt gt bus
3762,0,110,ask keep one maybe get message sent glo
3763,1,158,free st week nokia tone ur mob every week txt nokia get txting tell ur mate www getzed co uk pobox w wq norm p tone
3764,0,34,k send lt gt min
3765,0,65,would smoking help u work difficult time
3766,1,137,someone u know asked dating service contact cant guess call revealed pobox xy p
3767,0,23,yes mum lookin strong
3768,0,35,sir goodmorning free call
3769,0,22,call
3770,0,96,gr see message r u leaving congrats dear school wat r ur plan
3771,0,75,love girl office may wonder smiling sore
3772,0,81,hi wlcome back wonder got eaten lion something nothing much
3773,0,37,uncle timi help clearing car
3774,0,71,came hostel going sleep plz call class hrishi
3775,0,21,ok bag
3776,0,126,hi spoke maneesha v like know satisfied experience reply toll free yes
3777,0,25,ok lor msg b u call
3778,1,158,mila age blonde new uk look sex uk guy u like fun text mtalk pp txt st free increment help
